tweet,sentiment
Hari ini 18 Oktober 2024 merupakan 1 Tahun pengoperasian Kereta Whoosh. Pencapaian penumpang harian 18-22rb penumpang. Pencapaian 1 Tahun tercatat 5.8 juta penumpang https://t.co/LJu890UPCX,positive
️️ ️️ ️️ ️️ ️️ ️️ Weekend gue ke jakarta naik whoosh cuma 30 menit. ️️ ️️ ️️ ️️ ️️ ️️,positive
Ke Bandung lagi naik whoosh! Kita berkelana lagi di Bandung https://t.co/JzI81bFCUh,positive
Pake whoosh aja bub biar dia ga defisit terus,positive
Ke Jakarta naik whoosh sama ayang. Nyaman banget ternyata apalagi sambil bersandar pada bahu kekasih ku yang lebar ituu https://t.co/QzRoBRqnBK,positive
Whoosh Alhumdullilah.,positive
lucu banget pas salam whoosh whoosh whoosh pada nyaut yesss ,positive
Setahun Beroperasi Whoosh Angkut Lebih dari 6 Juta Penumpang https://t.co/vzvkOCq1oY,positive
awalnya agak mikir.. gmn cara rony dari bandung ke bekasi kalo dia di bandung siang atau sore bisa kereta atau darat sih trs baru inget udh ada whoosh.. jd mungkin aja dia naik whoosh..,positive
Hampir tiap bulan ke Jakarta dengan budget mepet dari kantor yang cuma bisa afford 1x pesawat 1x kereta api kehadiran Whoosh would be a blessing. Karena 10 jam di kereta JKT- SBY itu capek :/,positive
RK Klaim Malaysia Iri Melihat Transisi Pemerintahan dan Whoosh di RI Ridwan Kamil menyampaikan bahwa Malaysia iri dengan Indonesia terkait transisi pemerintahan di Indonesia yang bagus dan damai setiap lima tahun. &gt,positive
Tante tantee.. Migu mau naik whoosh dulu yaaa.. Liburannn :) https://t.co/rqXWFohBpE,positive
Pulang dulu ke Jakarta sama si cantik naik whoosh https://t.co/CmBj63JfpO,positive
bangga menyelesaikan makanan sebelum whoosh berhenti ,positive
Orang malaysia bandingkan whoosh ma transportasi kereta di sana (bukan kereta cepat) tapi netizen di sini lebih suka puji malaysia ...,positive
Tawarkan Keunggulan Kartu Langganan Whoosh Makin Diburu Pelanggan https://t.co/dza0L0ro12,positive
Sungguh telat Whoosh yg sangat worth-it. Selamat kepada seluruh tim yang terlibat di- Bukan Main by @vindestwitt. Bikin setiap hari aja dong!,positive
Gawat ini.. bahaya.. Kalau Whoosh udah lanjut ke Solo kayaknya langsung berangkat Kesukaan di sawah pun suka ngail sendiri anteng bgt. . https://t.co/SuX2Nq6JzJ,positive
Triwulan ke-3 2024 Pelanggan Kereta Api Feeder Whoosh Capai Satu Juta https://t.co/vmKaPKi95r,positive
kek bolak balik Korea - Jepang rasa Jakarta - Bandung naik whoosh,positive
Sebagian dari 6 juta orang yang naik Whoosh itu isinya juga orang2 Malaysia yang males naik KTM ETS.....,positive
Jasa pak Jokowi yang dampaknya terasa di saya: 1. MRT 2. Tol JORR2 3. Tol sampe Palembang 4. LRT Palembang 5. Tol Medan-Siantar 6. Bandara Silangit 7. Whoosh (baru 7x nyobain) Just info rumah ortu di Palembang (Sumsel) dan rumah mertua di Tigaras (Simalungun Sumut),positive
kapan lagi ada orang ngomong whoosh ini kecepetan tau gue kan pengen enjoy naik keretanya kalo bukan bos gue ,positive
Akhirnya bisa cobain naik whoosh bareng ayang ,positive
fomo bgt liat yg nntn feast di camden sedeket itu AAAAAAA plis bikinin whoosh Jogja-Jkt plissss,positive
*EDISI WHOOSH* Terus2-an bersyukur atas kedahsyatan Endless Love. Melalui undangan Panitia Bulan Keluarga GKI Cimahi utk berkhotbah. Akhirnya kesampaian (maafff agak norak) bisa naik Whoosh -kereta cepat pertama di Indonesia- https://t.co/W8n28GVmlu,positive
buset whoosh pagi ini penuh ama wisudawa,positive
Jumlah Penumpang Naik KCIC Bakal Siapkan 62 Perjalanan Whoosh https://t.co/dGTkmqGJBr https://t.co/tGctyGpLTA,positive
PT Kereta Cepat Indonesia China (KCIC) telah mengebut pembangunan seluruh stasiun kereta api Whoosh termasuk di Karawang. #KeretaApiWhoosh #MedcomId #MudaMemberiArti https://t.co/izBUUCZlZ8,positive
Satu Tahun Beroperasi Whoosh Layani 5 8 Juta Penumpang https://t.co/5RHTAIpAzX https://t.co/kF8OPAPXJP,positive
Potensi Penumpang Whoosh dari Stasiun Karawang Diramal Tinggi Tapi https://t.co/oG8nHeZZhv,positive
Negara maju masih sebatas planing kita udah Whoosh-whoosh,positive
setya otw booking whoosh tiap hari,positive
Bandung - Jakarta Pake Whoosh udah bisa cepet hemat waktu... Pertanyaannya apa bandung masih jadi tempat yang bersahabat?,positive
Kartu Langganan Whoosh: Harga Manfaat dan Cara Belinya https://t.co/NrpZDCd1TY,positive
Mengajak Anak Mengenal Dunia Perkeretaapian: Dari Serang-Rangkasbitung hingga Sensasi Kereta Cepat Whoosh https://t.co/23adubegwh,positive
Penumpang Whoosh Paling Banyak Naik dari Stasiun Halim https://t.co/XAuxQapO1m https://t.co/4naiKFHXyV,positive
Bdg - jkt bahkan 30 menit grgr whoosh ga ada alasan sih,positive
Kereta Cepat Jakarta-Bandung (KCJB) atau dikenal dengan sebutan Whoosh telah mengangkut 5 79 juta penumpang selama beroperasi satu tahun ini. #whoosh #news #kitaindonesiasatucom https://t.co/5UqUM4nonI https://t.co/D7E1Wu9Lty,positive
semenjak ada whoosh gw jadi picky bgt kudu tetep whoosh walaupun 325 biasanya 250 doang,positive
Oh gini rasanya naik whoosh wkwkwkw br pertamakalii,positive
dipikir pikir keren jg w pp pake whoosh terus menyala duit suamiku,positive
Setahun Beroperasi Kereta Cepat Whoosh Angkut 6 Juta Penumpang https://t.co/2PCVFtN7Uc,positive
KA Feeder Whoosh mencatatkan 1.017.356 penumpang hingga September 2024. Temukan jadwal dan statistiknya di sini! https://t.co/AbZnOGKbUu,positive
Merayakan Ulang Tahun Pertama Kereta Cepat Whoosh Bersama Penumpang https://t.co/TeXMr5AovC,positive
Cepet bgt jir whoosh *Norak dikit wkwk,positive
First exp naik whoosh dari halim ke bandung sampe tepat waktu acara baru dibuka tapi gua kelewat jam makan siang alias laper banget anying,positive
ngedate di whoosh @ornezy https://t.co/nbgqEjoOMl,positive
94% penumpang puas gunakan Whoosh https://t.co/qzXA5JEVHF,positive
ngedip sampe bandung jir naik whoosh,positive
Satu Tahun Beroperasi Whoosh Sudah Angkut 5 8 Juta Penumpang https://t.co/8YYTbujaQT,positive
Whoosh Layani 6 Juta Penumpang Selama Setahun Beroperasi https://t.co/ROQKohauaZ #InvestorDaily #investasi #Saham,positive
@KeretaCepatID Selamat atas satu tahun operasional #Whoosh ! Semoga selalu memberikan layanan kereta cepat antar kota terbaik!,positive
@kohbonbon KA Ffeeder itu service gratis untuk para penumpang Whoosh om. Jadi mau berangkat dari Sta Bandung ke Padalarang atau dari Padalarang ke Sta Bandung ya gratis untuk para penumpang Whoosh.,positive
Jokowi berhasil membawa Indonesia ke era infrastruktur modern dengan pembangunan jalan tol MRT dan kereta cepat. #10TahunJokowiMemimpin https://t.co/LQkOL00OhK,positive
Aset Tumbuh 15 23% per Tahun Sejak 2020 KAI Sukses Pulihkan Kinerja KAI berhasil melewati masa pemulihan pasca pandemi Covid-19 dengan baik. Tak hanya menguatkan kondisi keuangan KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat https://t.co/ByeniORgqq,positive
Aset Tumbuh 15 23% per Tahun Sejak 2020 KAI Sukses Pulihkan Kinerja KAI berhasil melewati masa pemulihan pasca pandemi Covid-19 dengan baik. Tak hanya menguatkan kondisi keuangan KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat https://t.co/evUPrZWFVd,positive
Aset Tumbuh 15 23% per Tahun Sejak 2020 KAI Sukses Pulihkan Kinerja KAI berhasil melewati masa pemulihan pasca pandemi Covid-19 dengan baik. Tak hanya menguatkan kondisi keuangan KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat https://t.co/5X50o26OZn,positive
KAI berhasil melewati masa pemulihan pasca pandemi Covid-19 dengan baik. Tak hanya menguatkan kondisi keuangan KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat Jakarta-Bandung https://t.co/IX8Zq3TY1o,positive
Aset Tumbuh 15 23% per Thn Sejak 2020 KAI Sukses Pulihkan Kinerja KAI berhasil melewati masa pemulihan pasca pandemi Covid-19 dg baik. Tak hny mnguatkan kondisi keuangan KAI sukses menyelesaikan dua Proyek Strategis Nasional spt LRT Jabodebek dan Kereta Cepat Jakarta-Bandung. https://t.co/AhO8hUPHmq,positive
Aset Tumbuh 15 23% per Tahun Sejak 2020 KAI Sukses Pulihkan Kinerja. Tak hanya menguatkan kondisi keuangan KAIsukses menyelesaikan 2 Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat Jakarta-Bandung. Aset KAI tumbuh hingga 53% dari tahun 2020 #AsetKAITumbuh https://t.co/Vr6KjIPd3k,positive
KAI berhasil melewati masa pemulihan pasca Covid-19 dengan baik. Tak hanya menguatkan kondisi keuangan KAI juga menyelesaikan Proyek LRT Jabodebek dan Kereta Cepat Jakarta-Bandung. #KAI #TransformasiKAI #LRTJabodebek #KeretaCepat #SuksesBersamaKAI #AsetBertumbuh #AsetKAITumbuh https://t.co/KRMCDiVPA9,positive
GP Mandalika Kereta Cepat Whoos MRT LRT TOL tersambung panjang IKN embung perbatasan negara... Event internasional DI Indonesia.. Itu nyata dan ada.... Bukan cuma mimpi dan kata2. @jokowi terimakasih pak kami bangga telah memuliakan negara ini.,positive
Bisa gasih ada kereta cepat depok jakarta biar cuman 10 menit ASLI GUA BAKAL JADI PELANGGAN PALING ROYAL KALO ADA,positive
Dalam pertemuan di sela KTT ASEAN di Laos ini kami membahas potensi kerja sama dan dukungan untuk berbagai proyek pembangunan strategis seperti perpanjangan Kereta Cepat (high speed train) dari Bandung Yogyakarta hingga ke Surabaya,positive
Ketika pembahasan alokasi PMN untuk KCJB karena adanya Cost Overan perdebatanya sengit di Komisi VI dan kami memilih untuk mendukungnya agar Kereta Cepat Jakarta Bandung dapat segera diwujudkan. Hari ini dapat kita rasakan menjadi moda transportasi yang nyaman cepat dan tepat https://t.co/PLU6KBfZRv,positive
tolong dong pemerintah bangun kereta cepat jkt-pekalongan please bgt ini,positive
udah naik kereta cepat beberapa kali masih aja suka kaget tiba2 sudah sampai di bekasi,positive
AaAAAaaa lucu banget. Aku mau deketin kamu kayak kereta cepat ahh nguuung~ @hottesmate,positive
Wah sebagai warga Bandung aku sgt menerima kok cee klo kamu mau pindah Bandung wkwk drpd bolak balik Tangerang - Jakarta makan waktu lbh lama emg aku langganan jga itu kereta cepat klo misal mau pulkam krn aku turun pesawat di Cengkareng kan ce soalnya bandara Bandung udh,positive
UDAH SERINGG HAHAHAHAHAHA DARI JAMAN KERETA CEPAT JG ,positive
10 Tahun Jokowi Jadi Presiden RI Akhirnya Punya Kereta Cepat https://t.co/pxHjyIvM2w,positive
Luhut Pamer Prestasi Budi Karya Jadi Menhub: Proyek Kereta Cepat Jadi Andalan https://t.co/I7BcCZpshX #Bisnis,positive
AHY Mau Lanjutkan Proyek Kereta Cepat Jakarta-Surabaya https://t.co/t0xVLELIS6,positive
Lek ndelok gambar iki enek kemungkinan jalur kereta cepat lewat Bojonegoro Jakarta - Bojonegoro in 3 hours here we go!!! https://t.co/RKPOYJWSzF,positive
AHY: Infrastruktur kereta cepat Jakarta-Surabaya bisa jadi terobosan https://t.co/1quVtZwr8V,positive
Lucu bgt org malay pada pgn ada kereta cepat.,positive
 Satu Tahun WHOOSH! Kereta cepat WHOOSH berhasil memberikan layanan terbaik selama satu tahun terakhir. https://t.co/ayz7Sd3cc6 #WHOOSH #TransportasiModern #KeretaCepatWHOOSH #SatuTahunWHOOSH #TransportasiIndonesia #KemajuanTransportasi #KeretaCepat,positive
AHY Kaji Kereta Cepat Jakarta-Surabaya Yakin Bisa Jadi Game Changer https://t.co/CPNQcT94jZ,positive
kalo kereta cepat jkt sby bnrn udh jadi kayanya seminggu skali gue akan pulang ,positive
KAI berhasil melewati masa pemulihan pasca pandemi Covid-19 dengan baik. Tak hanya menguatkan kondisi keuangan KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat Jakarta-Bandung. #AsetKAITumbuh https://t.co/oyREUQ5CcL,positive
AHY Siap Garap Kereta Cepat Jakarta-Surabaya: Beri Nilai Ekonomi yang Tinggi | https://t.co/TwQmdQj8RG https://t.co/8enui2suew,positive
AHY kaji Kereta Cepat Jakarta-Surabaya yakin bisa jadi Game Changer. https://t.co/mL5bw71a7t,positive
Di Indonesia kereta cepat Jakarta-Bandung disebut Whoosh karena kecepatannya yang luar biasa. 🇨🇳🇮🇩 Kemarin adalah peringatan 1 tahun kereta cepat pertama di Asia Tenggara ini. Selama setahun terakhir Whoosh telah mengangkut 579 juta penumpang. Tiongkok tidak hanya membantu membangun jalur ini di bawah https://t.co/a5Fd3UScyW,positive
MinWhoosh Ajak Sobat Whoosh Peringati Hari Sumpah Pemuda Di Stasiun Halim Halo Sobat #Whoosh! Dalam rangka menyemarakkan peringatan hari sumpah pemuda yang jatuh pada 28 Oktober 2024 MinWhoosh menyelenggarakan berbagai kegiatan menarik bersama para Sobat Whoosh di stasiun. https://t.co/u174w8Q7B6,positive
Keren sih ini kalau jadi ayo pak AHY https://t.co/aVXLHWZpoU Menko Infrastruktur dan Pembangunan Kewilayahan Agus Harimurti Yudhoyono (AHY) akan mengkaji lagi proyek kereta cepat Jakarta-Surabaya.,positive
Jarak dan harga hampir sama tapi perbedaannya di waktu. sungguh kenikmatan hakiki jika bepergian pakai kereta cepat. https://t.co/0G6D6BCoX7,positive
Kereta cepat Jakarta-Bandung bisa menghasilkan revenue lebih baik daripada Malaysia punya ETS. Ini tak disangka karena dulu kereta cepat Jakarta-Bandung pernah diragukan,positive
AHY Tertantang Wujudkan Kereta Cepat Jakarta-Surabaya https://t.co/kY35erMMYP,positive
Soal Kereta Cepat Jakarta-Surabaya Menko AHY: Ini Akan Jadi Game Changer | #AHY #KeretaCepat #Jakarta #Surabaya https://t.co/TViBCI0xDe,positive
Please tahun depan buat kereta cepat putussibau - pontianak pak presiden ,positive
Produsen es krim Aice akan membuka outlet resmi di Stasiun Utama Kereta Cepat Whoosh Halim Jakarta untuk memberikan kenyamanan tambahan penumpang dengan menyediakan produk berkualitas tinggi sebagai teman perjalanan. https://t.co/bhZoNNfqEU,positive
Boleh pindah ke kereta cepat aja gak sih? Udah gak kuat.,positive
AHY menilai kereta cepat yang dilanjutkan ke Surabaya bisa berdampak positif ke ekonomi. #bisnisupdate #update #bisnis #text https://t.co/kE1nx1OwDl,positive
Siap Lanjutkan Pembangunan Kereta Cepat Jakarta-Surabaya AHY: Saya akan Pelajari Lebih Detail https://t.co/o6xUhWCIzp,positive
Wapres Gibran menerima kunjungan Wapres China Han Zheng. Keduanya sepakat mempererat kerja sama dan melanjutkan proyek pembangunan kereta cepat. https://t.co/tpHsvJlPlo,positive
AHY Anggap Proyek Kereta Cepat Jakarta-Surabaya Penting Bakal Dikaji Mendetail https://t.co/mnSd9p9KjO https://t.co/2bXE0XBZDF,positive
AHY: Infrastruktur kereta cepat Jakarta-Surabaya bisa jadi terobosan https://t.co/2ZE0VLDUZg,positive
AHY Beri Sinyal Kelanjutan Proyek Kereta Cepat Jakarta-Surabaya https://t.co/AZeKi9s6pc #Bisnis,positive
Setahun Beroperasi Penumpang Kereta Cepat Whoosh Tembus 6 Juta Orang https://t.co/vjZmDR2cJU #Bisnis,positive
Aice Dukung Perayaan Ulang Tahun Pertama Kereta Cepat Whoosh lewat Kecerian Es Krim Bersama Penumpang - https://t.co/lomq5I6Kul @aiceindonesia @KeretaCepatID,positive
Menko Infrastruktur AHY akan kaji lagi proyek kereta cepat Jakarta-Surabaya. AHY mengatakan proyek itu akan menjadi game changer jika diwujudkan. https://t.co/CWZxgS5PO1,positive
Kereta cepat sampai Surabaya plis. Gonna be awesome. Bandung Jakarta cepet banget sampe gak sempet baca buku menikmati pemandangan saking sekejap mata banget. https://t.co/0B7fWYRdCR,positive
Gak juga. Indonesia udah punya Kereta Cepat masuk ke negara G20 rutin dapat emas di Olimpiade. Dari segi inovasi startup Indonesia punya Gojek Tokopedia Bukalapak ini contoh startup unicorn yang berhasil mendunia. Malaysia? Mereka masih kurang di sektor-sektor tersebut. https://t.co/tQj8lmgfdn,positive
Selamat ulang tahun KAI. Moda transportasi favorite sejak dalam kandungan ibunda. Selama ada kereta prioritasnya tetap si ular besi. Terus melaju berinovasi meski terhimpit beban kereta cepat yang cukup berat. ,positive
Setelah hampir satu tahun Whoosh beroperasi. Menteri Perhubungan Budi Karya Sumadi pun memastikan sudah ada 8 masinis Indonesia yang bisa mengoperasikan kereta cepat Jakarta Bandung tersebut. https://t.co/GenOiUz67R,positive
Keberhasilan Kereta Cepat Whoosh Dalam Meningkatkan Pariwisata Indonesia https://t.co/pRepUHjJ0R,positive
Keberhasilan Kereta Cepat Whoosh Dalam Meningkatkan Pariwisata Indonesia https://t.co/mmXr2awtny,positive
Proyek kereta cepat akan memangkas waktu perjalanan inovasi yang mengagumkan #JokowiBaktiUntukNegeri,positive
Sektor perkeretaapian Indonesia telah berkembang sejak 1864 dari lokomotif uap hingga kereta cepat Whoosh. https://t.co/WiniN1VvqD,positive
@dhilxa need kereta cepat Surabaya Jakarta,positive
Menteri Perhubungan Budi Karya menjelaskan penunjukan nama Whoosh untuk Kereta Cepat Jakarta-Bandung mencerminkan identitas dan nilai kecepatan. https://t.co/JvwagAsbZR,positive
Tak hanya menguatkan kondisi keuangan KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat Jakarta-Bandung.,positive
KAI juga sukses menyelesaikan dua Proyek Strategis Nasional seperti LRT Jabodebek dan Kereta Cepat Jakarta-Bandung. Aset KAI tumbuh signifikan hingga 53% dari tahun 2020 mencapai Rp81 37 T di akhir tahun 2023. Dengan pertumbuhan aset rata-rata 15 23% per tahun.,positive
@narkosun Tdk apa kan sudah ada kereta cepat bro.,positive
@YooMyZyoStudio Bandung jkt bisa naik woosh sekarang kereta cepat,positive
Bersyukur bgt ada Whoosh karena sungguh menghemat waktu buat pp Jkt-Bdg ya walaupun sekali pp ngabisin 1 2jt/org,positive
Filosofi Nama Whoosh Bikin Kagum Negara Tetangga https://t.co/4MfX75lqgE https://t.co/wKkqQGbc0C,positive
Cuplikan short trip bandung kemaren. 45 menit udah nyampe Tegalluar keren sih Whoosh https://t.co/WeGoVAQRK2,positive
aman yo ada whoosh,positive
Akhirnya pernah naek whoosh juga...,positive
Bangga! 8 Masinis asal RI bakal Resmi Operasikan Whoosh Mulai 17 Oktober 2024 https://t.co/6klwJlrImA,positive
Infografis 8 Masinis asal Indonesia bakal Operasikan Whoosh https://t.co/IttB2P8X0B,positive
Gua hari ini dari kantor nyampe bandung naik gojek krl lrt whoosh sama feeder. Dah lah semua transport gua cobain sini wkwkwk,positive
Perdana naik Whoosh. Ruang tunggu ga adem. Tp view yg nunggu yg bikin adem ,positive
Naik whoosh mellownya blm selesai eh udah sampe Halim,positive
Power gilalah whoosh speec train ni. Aku nindblown dalam masa setengah jam dah sampai bandung ,positive
Dari Bandung balik ke Jakarta baliknya naik kereta cepat Whoosh. Gak usah cari bangku mahal bangku ekonominya jg bagus. Tapi tahukan kalian ada rumusan memesan kursi terbaik di Whoosh Ini dia tipsnya! Semoga bermanfaat 🇲🇨 https://t.co/bFxILbBP4y,positive
Wow.. parkiran Stasiun KCIC Halim pagi ini full. Hmm jd masalah buat yg rumahnya tangsel ini.. karena cara tercepat dg bawa mobil. Takes 2x transits if by KRL+LRT,positive
Tips milih seat kereta cepat (Whoosh) biar dapet window seat yang enak : Kalo dari Bandung arah Jakarta pilih seat genap Kalo dari Jakarta arah Bandung pilih seat ganjil Kalo nggak dapet viewnya kepotong pillar https://t.co/WcqHfnhBBK,positive
Masih suka ngga ngeh kalau ada yang bilang KCJB. Kan mau lanjut ke Surabaya... Udah bagus KCIC.,positive
Kereta Cepat itu opsi. Makin banyak opsi makin bagus buat masyarakat. Kamu mau buru2 ke Bdg ya pakai Whoosh. Kalau ber-4 ke Bandung ya tekor juga (4x250rb) = 1jt. Pp 2jt. Sewa mobil biayanya bisa sama/lebih murah tapi jalan2nya lbh flexibel ga perlu cari2 kendaraan dr stasiun,positive
Keren nih yang motret bisa dapet 3 moda sekaligus di trayek Jakarta - Bandung kereta api regular Whoosh dan mobil2 di jalan tol... pics : Riza Harianto https://t.co/7XT5LW20yM,positive
Hal ini dilakukan sebagai bentuk dukungan terhadap pertumbuhan UMKM di Indonesia lho #Commuters! Biar semakin keren stasiun WHOOSH ini perlu ditambah apa lagi ya? Source: @linkumkm https://t.co/7IQn2IWrIZ,positive
Baru kali ini masuk stasiun Whoosh di Halim stasiunnya bagus sih cuma trafficnya amburadul banget. Yg penting jadi ye khan.. https://t.co/3oFtAo4k2A,positive
aku abis naik ka lokal kcic dan skrg lrt dalam sekali jalan (keren),positive
Aku baru tahu keretapi laju Jakarta-Bandung Whoosh tu singkatan kepada Waktu Hemat Operasi Optimal Sistem Hebat (Whoosh). Indo &amp,positive
 : tadi ke bandung naek apa : naek KCIC : bukannya WHOOSH? : udh enak nyebut dengan kata KCIC gapapalah ya min penyebutannya KCIC bukan WHOOSH hhe.. @KeretaCepatID @asharshubuh @aaimwho @haimalvin #KCIC #kereta #viral #bandung #jakarta https://t.co/6QMn1oNDND,positive
 Dalam proses pembangunannya proyek Kereta Cepat Whoosh sudah mempertimbangkan banyak hal yang telah dikordinasikan bersama seluruh stakeholder yang terlibat. https://t.co/7RAV74hG14,positive
@BacangSpecial wah Whoosh udah sampe semarang? ,positive
@dhilxa Aku butuh kereta cepat malang Surabaya biar habis kerja bisa mampir pakuwon beli cakwe paneleh terus balik ,positive
@firzahusainInc Namanya juga kereta cepat ya cepat sampe atuh kenapa penumpang nya sepi ya karena udah turun,positive
@itugorengan Duluan kereta cepat,positive
@kelixmann Itu karena perpaduan faktor teknologi rel-slab track dan teknolgi boogie advanced dari kereta cepat buatan cina ini.,positive
@ngurahsaka Di Jakarta udah ada kereta cepat ke bandung travel masih rame sih bli. Soalnya whoosh punya blank spot yg travel bisa tap in. Gak tau nih Bali gimana ,positive
@sisalahjurusan1 @disinisadat Populasi Pantura Kalimantan Barat (Koridor Pontianak-Sambas) saat ini sudah sekitar 3 3 juta jiwa. Perlu ditunjang dengan kereta semi-cepat,positive
76% Penumpang Gunakan Kereta Cepat Whoosh untuk Liburan dan Bisnis KCIC Paparkan Kemajuan Whoosh di World Railway Cooperation and Development Forum. #MostUpdate1058 https://t.co/dtCalVpJMD,positive
Ada yang pingin banget nyobain naik kereta cepat WHOOSH gak guys?,positive
Akhirnya Indonesia bisa membuat kereta cepat sendiri dengan nama ARGO BASRENG. ARGO BASRENG ini hasil kreatifitas warga Desa Wangungjaya Kecamatan Cikalong Wetan Kabupaten Bandung Barat. https://t.co/wNsCSXCiHR,positive
Anda hepi/setuju pemerintah membangun IKN dan kereta cepat Jkt-Bandung? A: IKN yes kereta cepat yes B: IKN yes kereta cepat no C: IKN no kereta cepat yes D: IKN no kereta cepat no,positive
Antrian Penumpang di Stasiun Kereta Cepat Whoosh Halim Jakarta Timur https://t.co/41kcVXubHb https://t.co/yEppEeKZFW,positive
Bagaimana rasanya balapan LRT Jabodebek dan Kereta Cepat Whoosh? Di tikungan setelah Stasiun Halim Jakarta Timur Kereta Cepat Whoosh dan LRT Jabodebek seperti saling adu kecepatan. Awalnya Whoosh berada di belakang LRT kemudian Whoosh sedikit menyusul LRT. Saat mendekati https://t.co/YZxob2RW89,positive
bank bjb buka-bukaan mengenai minat untuk menjadi bank yang mengelola transaksi di Kereta Cepat Whoosh. https://t.co/mKIS6RE2jP,positive
Banyak Posisi Tersedia Kereta Cepat Whoosh Buka Lowongan Berikut ini via @infosumbar https://t.co/8UzcDfNkBR #infosumbar #LowonganKerja,positive
Bayangkan jika beberapa tahu lagi anak2 nyanyi-nya naik kereta cepat whoosh whoosh bukan naik kereta api tut tut ,positive
Begini Cara Dapat Tiket Murah Kereta Cepat Whoosh https://t.co/aZQIJQZzlY,positive
Beli Tiket Kereta Cepat Whoosh Gratis Masuk ke 6 Lokasi Wisata Ini Simak Syarat-Ketentuannya https://t.co/LEKT2sZm64,positive
Beli tiket kereta cepat Whoosh jadi lebih mudah lewat https://t.co/xAvgC7bfTV.https://t.co/X71BQyBCld https://t.co/P0QBLzRioa,positive
Beli Tiket Pulang-Pergi Mudah Sekali~ Halo Sobat #Whoosh! Sudah tau belum ada fitur rahasia untuk kamu yang pengen balik ke Jakarta atau sebaliknya? Fitur ini namanya Return Trip yang memudahkan kamu untuk memesan tiket kepulangan dalam satu kali transaksi. https://t.co/6Sfa0JNA9B,positive
Biar silahturahmi tidak terputus yuk naik kereta cepat Whoosh! Bolak-balik ke Jakarta-Bandung gak lagi jadi masalah~ Beli tiket kereta cepat Whoosh sekarang sudah bisa bayar pakai Virtual Account BTN Mobile! https://t.co/pfzMC0dlQA,positive
Bulan Desember tiket Kereta Cepat Whoosh Ekonomi Rp 200 ribu Senin - Kamis Rp 250 ribu Jumat - Minggu PT KCIC kembali menggelar promo tiket Kereta Cepat Whoosh pada Desember 2023. Pada hari Senin - Kamis tiket kelas ekonomi dijual Rp 200 ribu sementara Jumat - Minggu Rp 250 https://t.co/rLVGhmqhGQ,positive
Dan dalam setiap doa ada harapan serta keyakinan untuk dapat berjalan dengan penuh kelancaran. Selamat malam Sobat! Jangan lupa berdoa. #Whoosh #KeretaCepat #NgeWhooshAja https://t.co/N5P0GXp6f1,positive
dan melakukan perawatan sarana KCJB yang dirancang oleh PT Kereta Cepat Indonesia China (KCIC). Selengkapnya di https://t.co/SmYchcgSvs #LawanHoax #TurnBackHoax #MAFINDO,positive
Dari st. LRT dukuh atas ke st. Halim butuh waktu 30 menit jalan kaki ke st. KCIC sekitar 5 menit. Kalau sampe dukuh atas 1 jam sebelum keberangkatan Kereta Cepat masih keburu dengan catatan langsung dapat LRT paling aman ya 1 5 jam sebelum.,positive
Dari Stasiun Whoosh Padalarang ya paling cepet ke Bandung naik KA Feeder karena KA Feeder jadi KA Prioritas (dgn menganaktirikan Ka lokal Bandung Raya ceuk batur mah). Padalarang - Bandung cuma 20 menit kurang. Kecuali lu emang mau mampir ke IKEA dulu beli baso Swedia https://t.co/qlyPfOV4fb,positive
Dengan tarif dinamis untuk Kereta Cepat Whoosh untuk memberikan alternatif perjalanan dengan tarif yang berbeda-beda sesuai kebutuhan dan daya beli. https://t.co/d7ObBOWmCs,positive
Dirancang Tahan Gempa Hingga Magnitudo 8 KCIC Pastikan Operasional Whoosh Tetap Normal: Gempa magnitudo 6 2 yang terjadi di wilayah Kabupaten Garut Jawa Barat pada Sabtu (27/4) malam pukul 23.29 WIB tidak berdampak pada operasional kereta cepat Whoosh. https://t.co/hAkwfpLV5w https://t.co/wZTUePzQge,positive
Efektivitas waktu berkat Whoosh @KeretaCepatID 15.00 - masih nongkrong sama teman teman di Tebet 16.00 - naik LRT ke Halim 16.45 - Kereta Cepat Whoosh dari Halim 17.15 - Sampe Padalarang lanjut Feeder 17.45 - Sampe di Stasiun Bandung lanjut Angkot 18.10 - Sampai di rumah orang https://t.co/XkGJQfRyoA,positive
General Manager Corporate Secretary Kereta Cepat Indonesia China (KCIC) Eva Chairunisa menyampaikan hari ini 14 April 2024 merupakan puncak arus balik penumpang WHOOSH. #KCIC #KeretaWHOOSH #Mudik #ArusBalik #MedcomId https://t.co/moJDUbsjp9,positive
